,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
973,EDWWPDTZ,journalArticle,1929,"Schubert, K.",On temperature changes in the strain of Vinca minor,Berichte der deutschen Botanischen Gesellschaft,,,,,1929,653–666,,10,46,,,,German,,,,2B_p6_13,,
974,CBXVIYGX,journalArticle,1931,"Smith, R. C.",A study of temperature and humidity conditions in common types of insect rearing cages,Journal of Agricultural Research,,,,,1931,547–557,,6,43,,,,English,,,,2B_p9_10,Kansas Agricultural Experiment Station,
975,KDQZBZL6,journalArticle,1931,"MacGill, E. I.",The biology of Thysanoptera with reference to the cotton plant. VII. The relation between temperature and humidity and the life cycle,Annals of Applied Biology,,,,,1931,574–583,,4,18,,,,English,,,,,,
976,QMWKYGWL,journalArticle,1931,"Buxton, P. A.",The measurement and control of atmospheric humidity in relation to entomological problems,Bulletin of Entomological Research,,,,,1931,431,,3,22,,,,English,,,,,,
977,ZMYKSZ2F,journalArticle,1931,"Tapke, V. F.",Influence of humidity on floral infection of wheat and barley by loose smut,Journal of Agricultural Research,,,,,1931,503–516,,6,43,,,,English,,,,,US Department of Agriculture,
978,7IVLRAJI,journalArticle,1932,"Stoughton, R. H.",The influence of environmental conditions on the development of the angular leaf-spot disease of cotton. IV. The influence of atmospheric humidity on infection,Annals of Applied Biology,,10.1111/j.1744-7348.1932.tb04329.x,,,1932,370–377,,3,19,,,,English,,,,,,
979,GGSBLF4S,journalArticle,1931,"Koloskov, P. I.",Air humidity in the forest and outside it,Records of the Far East Geophysical Institute,,,,,1931,255–270,,1,8,,,,Russian,,,,,,
980,S6R7TJSL,journalArticle,1933,"de Gasperi, L.",Humidity of the soil during the critical period and its relationshop to the grain yield of wheat,Meteorologia pratica,,,,,1933,155,,,14,,,,Italian,,,,,,
981,7TTJIIWB,journalArticle,1930,"Kreier, E. P.",Certain results of vegetative experiments relating to the study of the influence of soil humidity upon the growth and yield of barley,Trans. Bur. Agromet.,,,,,1930,115–124,,,22,,,,Russian,,,,,,
982,9RYNMSDV,journalArticle,1931,"Artschwager, E.; Starrett, R. C.",Suberization and wound periderm formation in sweet potato and gladiolus as affected by temperature and relative humidity,Journal of Agricultural Research,,,,,1931,353–364,,4,43,,,,English,,,,,US Department of Agriculture,
983,DW2KNE95,journalArticle,1928,"Coleman, D. A.; Rothgeb, B. E.; Fellows, H. C.",Respiration of sorghum grains,Technical Bulletin of the U.S. Department of Agriculture,,,,,1928,1–16,,,100,,,,English,,,,,,
984,6D9AIT8K,report,1931,"Sitton, B. G.","Vegetative propagation of the black walnut, with special reference to the factors (temperature and humidity) influencing callus formation and union in grafting",,,,https://babel.hathitrust.org/cgi/pt?id=uiug.30112019642088;view=1up;seq=7,,1931,45pp,,,,,,,English,Technical Bulletin of the Michigan Agricultural Experiment Station,,,2B_p3_12,,119
985,D4UU87GS,book,1933,"Rohrbeck, W.; Schlumberger, O",The bases of estimating hail damage to crops,,,,,,1933,,,,,,Paul Parey,Berlin,German,,,,,,
986,NKFRDUWZ,journalArticle,1932,"Freckmann, W.; Brouwer, W.",Untersuchungen über den Einfluss von natürlichem und künstlichem Regen auf die Feuchtigkeitsverhältnisse eines lehmigen Sandbodens [Researches on the influence of natural and artificial rain on the moisture content of a loamy soil],Landwirtschaftliche Jahrbücher für das Deutsche Reich,,,,,1932,1–32,,1,76,,,,German,,,,,,
987,4SH7UA3V,journalArticle,1930,"Dieckmann, A.",Precipitation and dry periods in the East Friesian flats. A contribution to agricultural meteorology; III,Zeitschrift für angewandte Meteorologie,,,,,1930,360–380,,,47,,,,German,,,,,,
988,FFA98JIG,journalArticle,1930,"Dieckmann, A.",Precipitation and dry periods in the East Friesian flats. A contribution to agricultural meteorology; II,Zeitschrift für angewandte Meteorologie,,,,,1930,340–349,,,47,,,,German,,,,,,
989,C4VQ6NGI,journalArticle,,"Gallay, R.",Experiments with gun-fire against hail during the year 1928 [Vol. 51],Terre vaudoise,,,,,,846,,,51,,,,French,,,,,,
990,R72QAARM,journalArticle,,"Gallay, R.",Experiments with gun-fire against hail during the year 1928 [Vol. 50],Terre vaudoise,,,,,,831,,,50,,,,French,,,,,,
991,ZBAYFMIK,journalArticle,1933,"Hambrouck, C.",Artificial radio,Journal d'Agriculture Belgique,,,,,1933,197–198,,48–49,15,,,,French,,,,,,
992,XGP3XBR9,journalArticle,1931,"Chaptal, L.",The measurement of rainfall in agricultural climatology,Annales agronomiques,,,,,1931,223–245,,2,1,,,,French,,,,,"France; Central Experimental Station for Agricultural Physics and Climatology; Chaptal, L.; Annales Agronomiques (J)",
993,96CY7NJD,journalArticle,1931,"Maltras, E.",On the utility of rainfall observations over long periods in a given place,Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1931,623–626,,16,193,,,,French,,,,,,
994,EZHIEEV7,journalArticle,1932,"de Montessus de Ballore, R.",Relation between rainfall and the importance of crops of potatoes,La Météorologie,,,,,1932,467–474,,,8,,,,French,,,,,,
995,52CBR25F,journalArticle,1933,"Gutmann, I.",Rainfall and crop yields: analysis of long records shows little correlation,Civil Engineering,,,,,1933,191–192,,6,3,,,,English,,,,,,
996,N2CRPLQA,journalArticle,1933,"Kalamkar, R. J.",The influence of rainfall on the yield of mangolds at Rothamsted,Journal of Agricultural Research,,,,,1933,571–579,,,23,,,,English,,,,,,
997,XVYYXZFB,journalArticle,1931,"Eyer, J. R.","The relation of temperature and rainfall to outbreaks of the grape leafhopper, Erythroneura comes Say",Annals of the Entomological Society of America,,10.1093/aesa/24.2.238,,"While conducting investigations on the life history and control of the grape leafhopper (Erythroneura comes Say) in Erie County, Pennsylvania, the author had occasion to observe a series of outbreaks of this insect and to accumulate certain pertinent bits of information concerning the relation of weather factors to such outbreaks.",1931,238–259,,2,24,,,,English,,,,2B_p9_12,,
998,P4IC277T,journalArticle,1932,Anonymous,Influence of forests on rainfall,La Météorologie,,,,,1932,448–450,,92–93,8,,,,French,,,,,,
999,RB787B9K,journalArticle,1930,"Sanson, J.",The variations of the rainfall in Seine-et-Oise and their effect on agriculture,La Météorologie,,,,,1930,194–200,,,6,,,,French,,,,,,
1000,WV8WGCL5,journalArticle,1932,"Moreillon, M.",Rainfall and the rate of timbering on the Swiss table-land,La Météorologie,,,,,1932,451–466,,92–93,8,,,,French,,,,,,
1001,KXTXHW6L,journalArticle,1930,"Nicholson, J. W.",Forests and rainfall,Empire Forestry Journal,,,,,1930,204–212,,2,9,,,,English,,,,,,
1002,8WWZF63M,journalArticle,1930,"Wishart, J.; Mackenzie, W. A.",Studies in Crop Variation VII. The Influence of Rainfall on the Yield of Barley at Rothamsted,Journal of Agricultural Science,,10.1017/S0021859600006948,,,1930,417–439,,3,20,,,,English,,,,,,
1003,J2Q48UWS,journalArticle,1932,Alumnus (alias E. Somerfield),"A comparision of the effect of rainfall on spring – and autumn – dressed wheat at Rothamsted Experimental Station, Harpenden",Journal of Agricultural Science,,10.1017/S0021859600053120,,,1932,101–114,,,22,,,,English,,,,,,
1004,W9TMBMS9,journalArticle,1928,"Kusnetsov, D. S.",On the problem of the accuracy of soil moisture determinations,J. Exp. Agron. S.E. Russia,,,,,1928,155–180,,1,6,,,,Russian,,,,,,
1005,PGBK8SGH,journalArticle,1928,"David, R. E.; Miroshkin, S. Z.",Residual water and maximum hygroscopicity in Southern Chernozem on the plats of the meteorological division of the experiment station,J. Exp. Agron. S.E. Russia,,,,,1928,129–132,,1,6,,,,Russian,,,,,,
1006,3DNFYQP9,journalArticle,1931,"Kolotov, S.",A contribution to the question of the influence of soil moisutre as a factor of growth,"Trudy po prikladnoi botanike, genetike i selektsii [Bulletin of Applied Botany, Genetics, and Plant Breeding]",,,,,1931,159–169,,5,27,,,,Russian,,,,,,
1007,VRHQM7LV,journalArticle,1929,"Beck, W. A.",The effect of drought on the osmotic value of plant tissue,Protoplasma,,,,,1929,70–126,,1,8,,,,,,,,,,
1008,L8QXQNBU,journalArticle,1931,"Janert, H.",Untersuchungen über die Benetzungswärme des Bodens [Studies on the warmth-of-moistening of the soil],"Zeitschrift für Pflanzenernährung, Düngung, Bodenkunde",,10.1002/jpln.19310190303,,,1931,281–309,,3,19,,,,German,,,,,,
1009,ZVXTSELJ,journalArticle,1930,"Jenny, H.",Relations between the humus of the soil and climate,Naturwissenschaften,,,,,1930,859,,11,,,,,German,,,,,,
1010,PG6HPP2H,journalArticle,1929,"Vidal, A.",Dryness and the vine,Progrès agricole et viticole,,,,,1929,157–162,,,92,,,,French,,,,,,
1011,SYEEGU5Z,journalArticle,1932,"Thomas, A. S.",The dry season in the Gold Coast and its relation to the cultivation of cacao,Journal of Ecology,,,,,1932,263–269,,2,20,,,,English,,,,,,
1012,5TYGZVX5,journalArticle,1933,"Ray, G.",Drought,Monthly Bulletin of Agricultural Science and Practice,,,,,1933,373,,9,24,,,,English,,,,,,
1013,BQ46QHGH,journalArticle,1932,"Waksman, S. A.; Purvis, E. R.",The influence of moisture upon the rapidity of decomposition of low moor peat,Soil Science,,,,,1932,323–336,,5,34,,,,English,,,,,,
1014,5VEURH64,journalArticle,1930,"Smith, A.; Flint, F. W.",Soil moisture deterination by the alcohol method,Soil Science,,,,,1930,101,,2,29,,,,English,,,,,,
1015,QFLU2WRH,journalArticle,1931,"Finnell, H. H.; Houghton, H. W.",Soil nitrogen income from rain water,Bulletin of the Panhandle Agricultural Experiment Station,,,,,1931,7–24,,,23,,,,English,,,,,,
1016,PGQPRANY,journalArticle,1932,"Clarke, W. S.",Orchard soil moisture under different fertility experiments,Proceedings of the American Society for Horticultural Science,,,,,1932,176–180,,,29,,,,English,,,,,,
1017,JCR87BY5,journalArticle,1933,"Kimball, D. A.",The influence of soil moisture differences on apple fruit colour and condition of the tree,Scientific Agriculture,,,,,1933,566–575,,9,13,,,,English,,,,,,
1018,Y58BSF6C,journalArticle,1932,"Weinberger, J. H.; Callinan, F. P.",Studies on the influence of soil moisture on growth of fruit and stomatal behaviour of Elberta peaches,Proceedings of the American Society for Horticultural Science,,,,,1932,28–33,,,29,,,,English,,,,,,
1019,VVESQQER,journalArticle,1931,"Verner, L.",Notes on the 1930 drought in West Virginia orchards,Proceedings of the American Society for Horticultural Science,,,,,1931,646–653,,,28,,,,English,,,,,,
1020,EAY5NZCL,journalArticle,1932,"Koehler, B.; Jones, F. R.",Alfalfa wilt as influenced by soil temperature and soil moisture,Bulletin of the Illinois Agricultural Experiment Station,,,,,1932,37–79,,378,,,,,English,,,,,,
1021,6GM6UJDN,journalArticle,1930,"Pavlov, K.","Number and size of stomata and suction force as means of determining physiological properties of varieties of wheat and oats, with special reference to drought resistance",Bulletin of the Czechoslovak Academy of Agriculture,,,,,1930,620–626,,6/7,6,,,,,,,,,,
1022,2ZP932F8,journalArticle,1933,"Simon, J.",Withering of potatoes under the influence of the abnormal heat and dryness of the year 1932,Bulletin of the Czechoslovak Academy of Agriculture,,,,,1933,396–402,,6/7,9,,,,,,,,,,
1023,8N5RLGZB,bookSection,1928,"Novikov, V. A.",Physiological diagnosis of cold and drought resistance of plants,Proceedings of the All-Russian Congress on Botany Leningrad,,,,,1928,43-44,,,42,,,,Russian,,,,2B_p14_10,,
1024,2URGSWHY,journalArticle,1929,"Vasiliev, I. M.",The investigation of drought resistance in wheat,"Trudy po prikladnoi botanike, genetike i selektsii [Bulletin of Applied Botany, Genetics, and Plant Breeding]",,,,,1929,147–218,,,22,,,,Russian,,,,,,
1025,2ZLND32F,journalArticle,1928,"Gradmann, I. H.",Soil water relations as fundamental in plant growth,Jahrbücher für wissenschaftliche Botanik,,,,,1928,1–100,,1,69,,,,German,,,,,,
1026,HV9Z5NG6,journalArticle,1930,"Bruno, F.",Drought resistant forage plants,Bulletin Agricole du Congo Belge,,,,,1930,1358–1363,,4,21,,,,French,,,,,,
1027,X8F5552K,journalArticle,1933,"Sanson, J.",Wheat and dryness in the northern portion of France,Journal d'Agriculture pratique,,,,,1933,304–307,,40,97,,,,French,,,,,,
1028,C2RAULAS,journalArticle,1931,"Snyder, H. C.",Subsoil moisture and crops for 1931,Monthly Weather Review,,10.1175/1520-0493(1931)59<120:SMACF>2.0.CO;2,,,1931,120,,3,59,,,,English,,,,,,
1029,6I4GU2BB,bookSection,1931,"Dillon-Weston, W. A. R.",Discoveries in the action of light on certain disease organisms,Reports of the Conference on Agricultural Meteorology in London 1931,,,,,1931,52–55,,,,,,London,English,,,,,,
1030,AZCMN7LG,journalArticle,1932,"Dillon-Weston, W. A. R.",Studies on the reaction of disease organisms to light,Scientific Agriculture,,,,,1932,352–356,,6,12,,,,English,,,,,,
1031,6HJ2BKMI,journalArticle,1930,"Mezzadroli, G.; Vareton, E.",The action of ultra-short electro-magnetic waves o the germination of seed on the growth of plants and the development of micro-organisms,Monit. Tecn.,,,,,1930,170–172,,,36,,,,Italian,,,,,,
1032,5N43NX88,journalArticle,1928,"Smith, F.",Preliminary results regarding the effect of various forms of artificial light on plants,Norsk landmannsblad,,,,,1928,186,,,47,,,,Norwegian,,,,,,
1033,HUWYQ9JF,book,1929,"Oden, Sven",Plant growth in electric light,,,,,,1929,,,,,,O. L. Svanbäcks Bohtryckeri,Stockholm,Swedish,,,,,,
1034,5SRF9XF4,journalArticle,1929,"Hiorth, G.",The employment of electric light for research on strains in plants,Der Züchter: Zeitschrift für theoretische und angewandte Genetik,,,,,1929,204–209,,7,1,,,,German,,,,,,
1035,AYXL7ZEU,journalArticle,1929,"Kol'tsory, A. V.; Kol'tsory, L. I.",Radioactivity and plant propagation,Journal für landwirtschaftliche Wissenschaft,,,,,1929,380–390,,5/6,6,,,,German,,,,,,
1036,D2ZHRBQW,journalArticle,1931,"Schratz, E.",The influence of artificial lighting on higher plants,Der Züchter: Zeitschrift für theoretische und angewandte Genetik,,,,,1931,45,,,3,,,,German,,,,,,
1037,UE2X9MEQ,journalArticle,1932,"Erman, C.",Significance of the light factor in distribution of vegetation in the beech forest,Botaniska Notiser [Botanical Notes],,,,,1932,67–80,,1/2,,,,,,,,,,,
1038,UVGFZQXZ,journalArticle,1931,"Schick, T.",Der Einfluß der Tageslänge auf die Knollenbildung der Kartoffel [The influence of duration of day on the formation of patato tubers],Der Züchter: Zeitschrift für theoretische und angewandte Genetik,,10.1007/BF01812214,,,1931,365–369,,12,3,,,,German,,,,,,
1039,8ZRJRLAC,journalArticle,1929,"Goodwin, H.",Swedish experiments with artificial light in horticulture,Gartenschönheit,,,,,1929,147–149,,,10,,,,German,,,,,,
1040,M64ZP6DV,journalArticle,1931,"Tschermak, E.",Artificial lighting in glasshouses as a stimulant for plant culture,"Anzeiger, Akademie der Wissenschaften in Wien",,,,,1931,260,,,25,,,,German,,,,,,
1041,VQC688BR,journalArticle,1929,"Harukawa, C.; Kondo, S.",Studies on the rush saw-fly. III. Relation of temperature to the development of the rush saw-fly,Berichte des Ōhara Instituts für landwirtschaftliche Forschungen,,,,,1929,181–198,,2,4,,,,Japanese,,,,2B_p10_4,,
1042,YMZBW3ZW,journalArticle,1931,"Kondo, M.; Okamura, T.",Relations between water temperature and growth of rice plants. Part II,Berichte des Ōhara Instituts für landwirtschaftliche Forschung,,,,,1931,67,,,5,,,,Japanese,,,,,,
1043,LKEBV4IG,journalArticle,1932,"Kondo, I. M.; Okarmura, T.; Isshiki, S. L.; Kasshara, Y.",Researches on the photoperidium of rice plants,Berichte des Ōhara Instituts für landwirtschaftliche Forschung,,,,,1932,243,,,5,,,,,,,,,,
1044,DNRAUJWF,journalArticle,1930,"Leach, W.","Note on the effect of growing mosses in a moisture-saturated atmosphere, and under conditions of darkness",New Phytologist,,,,,1930,276–284,,4,29,,,,English,,,,,,
1045,DKRNBSRU,book,1930,"MacDougal, D. T.",The green leaf: The major activities of plants in sunlight,,,,,,1930,,,,,,D. Appleton and Co,New York,English,,,,,,
1046,7K8UEEZZ,journalArticle,1931,"Detwiler, S. B.",The effect of ultra-violet light on germination of seeds and growth of Ribes rotundifolium Michx,Journal of Forestry,,,,,1931,131–148,,1,29,,,,English,,,,,,
